    0.107 0.108 0.109 0.11 0.111 0.112 0.113 0.114 0.115 0.116 0.117 0.118 0.119 0.12 0.121 0.122 0.123 0.124 0.125 0.126 0.127
130 552.39 565.941 579.6 593.38 607.292 621.415 635.418 649.523 663.767 678.204 692.797 707.685 723.258 739.402 755.827 772.231 788.72 805.298 821.425 838.655 855.459
131 535.044 548.206 561.477 574.87 588.396 602.127 615.745 629.464 643.324 657.377 671.59 686.103 701.296 717.064 733.109 749.129 765.227 781.407 797.138 813.954 830.347
132 515.269 527.948 540.736 553.646 566.687 579.923 593.052 606.279 619.648 633.204 646.922 660.941 675.636 690.907 706.453 721.967 737.553 753.206 768.408 784.697 800.524
133 494.498 506.656 518.916 531.294 543.798 556.485 569.068 581.745 594.556 607.544 620.684 634.103 648.165 662.774 677.646 692.488 707.401 722.384 736.935 752.511 767.679
134 478.632 490.421 502.314 514.324 526.461 538.777 550.991 563.299 575.738 588.353 601.122 614.174 627.856 642.081 656.563 671.015 685.533 700.119 714.276 729.443 744.197
135 460.223 471.552 482.982 494.529 506.2 518.038 529.782 541.618 553.587 565.726 578.02 590.597 603.802 617.559 631.575 645.556 659.601 673.699 687.366 702.052 716.289
136 443.753 454.69 465.726 476.878 488.151 499.584 510.927 522.357 533.915 545.637 557.509 569.657 582.409 595.691 609.22 622.714 636.268 649.875 663.065 677.231 690.973
137 427.789 438.327 448.96 459.702 470.56 481.572 492.493 503.498 514.623 525.905 537.33 549.013 561.274 574.043 587.055 600.039 613.084 626.188 638.889 652.526 665.772
138 412.662 422.839 433.109 443.488 453.981 464.62 475.173 485.808 496.56 507.465 518.509 529.807 541.668 554.026 566.618 579.18 591.8 604.473 616.753 629.946 642.75
139 397.37 407.169 417.058 427.053 437.161 447.408 457.573 467.818 478.18 488.691 499.341 510.238 521.688 533.633 545.809 557.952 570.15 582.394 594.249 607 619.364
140 382.467 391.897 401.414 411.035 420.765 430.628 440.411 450.271 460.244 470.359 480.61 491.104 502.134 513.643 525.374 537.071 548.819 560.609 572.018 584.299 596.194
141 369.902 379.03 388.243 397.559 406.981 416.53 426.003 435.55 445.206 454.998 464.923 475.083 485.759 496.897 508.249 519.568 530.936 542.349 553.393 565.276 576.796
142 357.344 366.171 375.083 384.098 393.22 402.464 411.636 420.882 430.239 439.733 449.364 459.234 469.622 480.484 491.567 502.614 513.708 524.836 535.591 547.194 558.41
143 344.676 353.188 361.783 370.479 379.278 388.195 397.043 405.964 414.994 424.159 433.458 442.995 453.043 463.563 474.301 485.001 495.744 506.515 516.916 528.157 539
144 333.044 341.268 349.576 357.982 366.491 375.11 383.665 392.289 401.021 409.882 418.875 428.101 437.823 448.004 458.395 468.748 479.141 489.56 499.617 510.487 520.973
