200 67.0787 69.2497 71.4911 73.7381 76.0467 78.4128 80.8079 83.3981 85.7287
201 65.3001 67.4181 69.6048 71.797 74.05 76.3591 78.6973 81.2259 83.502
202 63.5758 65.642 67.7746 69.9144 72.1133 74.3667 76.6497 79.1188 81.3417
203 61.9048 63.921 66.0037 68.0907 70.237 72.4372 74.6666 77.078 79.2493
204 60.2875 62.2551 64.288 66.3254 68.4207 70.5679 72.746 75.1013 77.2239
205 58.7188 60.6392 62.6237 64.6124 66.6584 68.755 70.8817 73.1814 75.2551
206 57.1979 59.0716 61.0091 62.9511 64.949 66.9957 69.0729 71.3196 73.3448
207 55.7221 57.5519 59.4436 61.339 63.29 65.2885 67.3181 69.5127 71.4919
208 54.2915 56.0779 57.9241 59.7747 61.6802 63.632 65.6149 67.7594 69.6937
209 52.9027 54.6462 56.4501 58.2568 60.1185 62.0247 63.9623 66.0577 67.9487
210 51.5548 53.2579 55.0198 56.7845 58.6023 60.4643 62.3585 64.4066 66.2549
211 50.2487 51.9119 53.6328 55.3564 57.1326 58.9511 60.802 62.804 64.6109
212 48.9798 50.6042 52.2852 53.9688 55.7048 57.4821 59.2905 61.2466 63.0132
213 47.7487 49.3354 50.9777 52.6224 54.3181 56.0544 57.8225 59.7344 61.4619
214 46.5537 48.1035 49.7075 51.3143 52.9714 54.6682 56.3968 58.2661 59.9556
215 45.393 46.9071 48.4748 50.0444 51.6638 53.322 55.0119 56.8395 58.4919
216 44.2646 45.7439 47.2761 48.81 50.3927 52.0139 53.6662 55.4534 57.0697
217 43.1668 44.612 46.1092 47.6081 49.1552 50.7388 52.3554 54.1027 55.6835
218 42.1002 43.5123 44.9756 46.4403 47.9525 49.501 51.0804 52.7889 54.3359
219 41.0639 42.4438 43.8733 45.3053 46.7836 48.2967 49.8417 51.5123 53.0248
220 40.0572 41.4052 42.8024 44.2013 45.6464 47.1257 48.6368 50.2707 51.7505
