    0.103995 0.105005 0.106001 0.10699 0.108 0.108993 0.110012 0.110996 0.111986 0.112992 0.113987 0.114993 0.115983 0.116991 0.117988 0.118992 0.120004
130 387.513 396.522 405.816 415.447 425.647 436.12 447.215 458.403 470.067 482.292 494.818 507.868 521.174 535.072 549.294 563.995 579.214
131 374.866 383.613 392.642 402.005 411.926 422.121 432.927 443.832 455.206 467.133 479.361 492.107 505.11 518.696 532.606 546.99 561.884
132 360.362 368.767 377.446 386.447 395.986 405.789 416.18 426.667 437.606 449.078 460.84 473.1 485.608 498.678 512.06 525.897 540.227
133 345.134 353.224 361.578 370.243 379.426 388.865 398.869 408.968 419.505 430.553 441.882 453.692 465.743 478.335 491.228 504.563 518.373
134 333.343 341.166 349.251 357.644 366.543 375.697 385.404 395.209 405.445 416.183 427.2 438.688 450.419 462.679 475.24 488.235 501.697
135 320.006 327.528 335.303 343.373 351.929 360.731 370.063 379.492 389.334 399.658 410.251 421.297 432.576 444.365 456.444 468.939 481.885
136 308.247 315.505 323.01 330.803 339.067 347.572 356.591 365.706 375.223 385.208 395.455 406.142 417.058 428.467 440.159 452.257 464.791
137 296.218 303.219 310.46 317.981 325.957 334.167 342.874 351.676 360.868 370.512 380.41 390.735 401.282 412.307 423.606 435.298 447.414
138 285.381 292.139 299.131 306.393 314.096 322.027 330.438 338.943 347.825 357.145 366.712 376.692 386.889 397.547 408.473 419.78 431.496
139 274.294 280.809 287.551 294.556 301.987 309.64 317.757 325.967 334.544 343.544 352.785 362.425 372.278 382.577 393.137 404.066 415.393
140 263.671 269.925 276.4 283.13 290.272 297.629 305.436 313.334 321.587 330.251 339.147 348.431 357.921 367.843 378.018 388.55 399.468
141 254.436 260.494 266.767 273.289 280.21 287.341 294.908 302.565 310.568 318.968 327.596 336.6 345.806 355.432 365.305 375.526 386.121
142 245.186 251.036 257.099 263.406 270.103 277.009 284.338 291.761 299.522 307.672 316.047 324.79 333.735 343.089 352.689 362.63 372.939
143 236.138 241.777 247.622 253.704 260.162 266.821 273.891 281.051 288.537 296.4 304.479 312.914 321.543 330.568 339.83 349.421 359.366
144 227.872 233.324 238.977 244.861 251.109 257.554 264.397 271.329 278.578 286.193 294.019 302.191 310.554 319.301 328.278 337.577 347.222
145 219.753 225.028 230.496 236.188 242.232 248.467 255.086 261.792 268.805 276.171 283.742 291.648 299.738 308.199 316.885 325.881 335.211
146 211.298 216.37 221.631 227.112 232.935 238.946 245.331 251.804 258.577 265.693 273.011 280.656 288.483 296.671 305.08 313.792 322.831
147 203.76 208.68 213.786 219.105 224.757 230.592 236.79 243.075 249.652 256.563 263.67 271.096 278.7 286.655 294.826 303.292 312.076
148 197.039 201.784 206.709 211.841 217.295 222.928 228.912 234.982 241.334 248.011 254.879 262.055 269.404 277.095 284.994 293.181 301.675
149 189.824 194.416 199.185 204.155 209.438 214.896 220.695 226.579 232.738 239.212 245.874 252.835 259.966 267.428 275.096 283.043 291.29
150 183.431 187.868 192.477 197.284 202.395 207.677 213.291 218.99 224.957 231.23 237.687 244.435 251.349 258.586 266.023 273.731 281.732
151 176.384 180.656 185.094 189.723 194.645 199.733 205.139 210.629 216.377 222.421 228.641 235.143 241.806 248.78 255.948 263.378 271.091
152 170.566 174.714 179.025 183.523 188.307 193.253 198.51 203.849 209.442 215.323 221.377 227.708 234.197 240.99 247.974 255.216 262.734
153 164.513 168.518 172.683 177.028 181.65 186.429 191.509 196.67 202.075 207.76 213.613 219.733 226.007 232.575 239.327 246.329 253.598
154 158.833 162.704 166.731 170.934 175.406 180.032 184.95 189.949 195.185 200.694 206.367 212.3 218.384 224.754 231.305 238.1 245.155
155 153.476 157.22 161.114 165.179 169.504 173.977 178.734 183.567 188.632 193.958 199.444 205.181 211.064 217.223 223.557 230.126 236.946
156 148.587 152.219 155.999 159.948 164.152 168.504 173.132 177.839 182.773 187.964 193.314 198.909 204.651 210.663 216.848 223.264 229.928
157 143.403 146.912 150.565 154.38 158.443 162.648 167.122 171.672 176.442 181.462 186.635 192.046 197.599 203.415 209.399 215.608 222.056
158 138.853 142.258 145.804 149.509 153.455 157.542 161.89 166.314 170.953 175.836 180.869 186.135 191.541 197.203 203.03 209.077 215.359
159 133.716 136.996 140.414 143.985 147.789 151.73 155.923 160.19 164.664 169.374 174.23 179.311 184.527 189.992 195.616 201.453 207.518
160 129.691 132.88 136.203 139.677 143.379 147.215 151.298 155.455 159.815 164.405 169.14 174.095 179.183 184.514 190.002 195.699 201.619
161 125.069 128.144 131.35 134.702 138.274 141.976 145.915 149.927 154.135 158.565 163.135 167.917 172.829 177.976 183.274 188.775 194.491
162 121.016 123.996 127.105 130.357 133.822 137.415 141.241 145.138 149.227 153.533 157.977 162.629 167.408 172.416 177.575 182.931 188.498
163 116.862 119.745 122.752 125.899 129.253 132.732 136.436 140.211 144.172 148.344 152.65 157.158 161.791 166.646 171.647 176.84 182.238
164 112.924 115.721 118.639 121.692 124.946 128.321 131.914 135.576 139.419 143.466 147.642 152.015 156.509 161.218 166.069 171.106 176.342
165 109.07 111.769 114.586 117.535 120.679 123.94 127.412 130.953 134.668 138.582 142.622 146.853 151.202 155.759 160.455 165.331 170.401
166 105.978 108.604 111.345 114.215 117.276 120.452 123.834 127.284 130.905 134.719 138.658 142.783 147.024 151.469 156.049 160.806 165.753
167 102.493 105.036 107.692 110.473 113.439 116.518 119.797 123.141 126.652 130.352 134.172 138.174 142.288 146.601 151.047 155.665 160.467
