    0.114 0.115 0.116 0.117 0.118 0.119 0.12 0.121 0.122
130 646.502 663.836 681.524 699.365 717.392 735.998 754.313 774.039 791.735
131 626.603 643.543 660.834 678.277 695.91 714.104 732.025 751.324 768.635
132 603.366 619.73 636.441 653.305 670.363 687.97 705.329 724.039 740.818
133 578.966 594.701 610.766 626.967 643.35 660.251 676.907 694.849 710.934
134 560.561 575.905 591.577 607.389 623.385 639.888 656.163 673.701 689.414
135 538.859 553.637 568.735 583.968 599.388 615.298 631.003 647.938 663.12
136 519.667 533.987 548.619 563.383 578.33 593.75 608.973 625.388 640.092
137 500.716 514.541 528.665 542.904 557.315 572.174 586.839 602.641 616.801
138 483.128 496.517 510.2 523.996 537.965 552.37 566.595 581.928 595.665
139 465.19 478.121 491.336 504.656 518.144 532.05 545.785 560.589 573.856
140 447.76 460.245 473.008 485.874 498.908 512.344 525.622 539.937 552.756
141 432.951 445.064 457.447 469.927 482.57 495.602 508.481 522.363 534.794
142 418.395 430.181 442.234 454.387 466.705 479.403 491.965 505.514 517.645
143 403.513 414.904 426.556 438.303 450.216 462.497 474.655 487.774 499.528
144 389.832 400.881 412.185 423.583 435.143 447.06 458.861 471.595 482.996
145 376.66 387.353 398.291 409.315 420.496 432.019 443.431 455.742 466.769
146 362.981 373.335 383.93 394.608 405.442 416.606 427.665 439.598 450.277
147 350.856 360.905 371.187 381.545 392.053 402.874 413.592 425.147 435.485
148 339.419 349.171 359.156 369.222 379.444 389.978 400.429 411.714 421.822
149 327.63 337.081 346.756 356.505 366.403 376.599 386.712 397.625 407.393
150 316.883 326.043 335.421 344.87 354.464 364.345 374.148 384.726 394.194
151 305.598 314.456 323.528 332.668 341.954 351.518 361.015 371.267 380.446
152 296.115 304.741 313.576 322.478 331.522 340.836 350.088 360.075 369.017
153 285.94 294.284 302.83 311.439 320.186 329.193 338.139 347.796 356.442
154 276.599 284.692 292.982 301.33 309.814 318.548 327.226 336.592 344.976
155 267.696 275.551 283.601 291.711 299.959 308.453 316.903 326.031 334.206
156 259.614 267.265 275.105 282.999 291.025 299.285 307.497 316.362 324.294
157 251.08 258.503 266.113 273.777 281.574 289.6 297.588 306.215 313.939
158 243.536 250.766 258.178 265.643 273.238 281.054 288.833 297.232 304.748
159 234.618 241.597 248.754 255.961 263.297 270.848 278.368 286.493 293.766
160 227.92 234.729 241.712 248.745 255.904 263.272 270.611 278.539 285.633
161 220.254 226.841 233.597 240.4 247.327 254.455 261.557 269.229 276.096
162 213.578 219.995 226.579 233.209 239.964 246.914 253.846 261.337 268.044
163 206.588 212.811 219.197 225.627 232.178 238.918 245.641 252.906 259.409
164 200.036 206.072 212.266 218.501 224.852 231.386 237.905 244.947 251.253
165 193.384 199.229 205.227 211.263 217.414 223.739 230.052 236.871 242.978
166 188.362 194.081 199.952 205.863 211.889 218.088 224.278 230.968 236.957
167 182.312 187.857 193.551 199.281 205.123 211.131 217.131 223.615 229.422
168 177.03 182.443 188.003 193.599 199.305 205.174 211.038 217.375 223.047
169 171.402 176.646 182.033 187.455 192.986 198.675 204.364 210.514 216.026
170 166.094 171.197 176.44 181.716 187.1 192.637 198.176 204.163 209.528
171 161.44 166.414 171.524 176.666 181.913 187.308 192.705 198.536 203.76
172 156.148 160.968 165.921 170.904 175.989 181.218 186.45 192.104 197.172
173 151.98 156.692 161.534 166.408 171.385 176.501 181.625 187.165 192.127
174 147.209 151.782 156.483 161.212 166.04 171.002 175.971 181.339 186.148
175 142.903 147.354 151.93 156.536 161.242 166.08 170.93 176.176 180.878
176 138.617 142.941 147.387 151.861 156.432 161.13 165.84 170.932 175.495
177 134.593 138.8 143.127 147.477 151.923 156.492 161.073 166.025 170.466
178 130.585 134.679 138.889 143.122 147.447 151.889 156.344 161.156 165.471
179 126.953 130.951 135.065 139.204 143.437 147.788 152.156 156.881 161.117
180 122.98 126.855 130.843 134.853 138.954 143.168 147.399 151.974 156.081
181 119.762 123.548 127.444 131.36 135.366 139.48 143.611 148.075 152.08
182 116.191 119.874 123.666 127.48 131.382 135.391 139.42 143.777 147.686
183 112.656 116.232 119.914 123.615 127.402 131.292 135.201 139.427 143.218
184 109.848 113.351 116.958 120.586 124.301 128.117 131.955 136.106 139.83
185 106.768 110.182 113.698 117.234 120.856 124.576 128.322 132.374 136.011
186 103.687 107.009 110.432 113.875 117.403 121.028 124.679 128.63 132.178
187 100.881 104.121 107.459 110.816 114.256 117.789 121.349 125.2 128.659
188 98.0113 101.164 104.413 107.68 111.027 114.464 117.927 121.673 125.037
189 95.2026 98.2756 101.443 104.627 107.89 111.242 114.619 118.272 121.552
190 92.5691 95.5622 98.648 101.75 104.93 108.196 111.488 115.05 118.25
