168 123.837 127.113 130.527 134.097 137.901 141.843 146.043 150.318 154.806 159.536 164.416 169.53 174.784 180.296 185.975 191.876 198.017
169 119.758 122.929 126.233 129.687 133.369 137.184 141.247 145.384 149.727 154.303 159.025 163.972 169.055 174.387 179.882 185.59 191.53
170 115.901 118.971 122.172 125.52 129.089 132.79 136.733 140.75 144.967 149.412 154.001 158.81 163.753 168.939 174.285 179.84 185.622
171 112.466 115.454 118.569 121.829 125.304 128.907 132.746 136.658 140.766 145.096 149.567 154.252 159.069 164.123 169.332 174.748 180.384
172 108.734 111.623 114.637 117.79 121.153 124.641 128.358 132.146 136.124 140.319 144.65 149.19 153.858 158.757 163.808 169.059 174.525
173 105.553 108.358 111.285 114.349 117.618 121.01 124.626 128.313 132.186 136.271 140.49 144.913 149.463 154.237 159.162 164.282 169.612
174 102.097 104.819 107.659 110.633 113.806 117.1 120.61 124.191 127.952 131.919 136.018 140.316 144.737 149.377 154.164 159.141 164.323
175 99.0413 101.68 104.435 107.319 110.396 113.591 116.996 120.469 124.118 127.967 131.944 136.114 140.404 144.907 149.553 154.384 159.414
176 95.9085 98.4661 101.136 103.934 106.918 110.017 113.321 116.692 120.234 123.97 127.831 131.879 136.045 140.418 144.93 149.622 154.508
177 93.0113 95.4977 98.0941 100.814 103.717 106.731 109.945 113.224 116.671 120.306 124.063 128.004 132.059 136.316 140.708 145.277 150.034
178 90.1333 92.5489 95.0722 97.7164 100.539 103.47 106.596 109.787 113.142 116.68 120.338 124.176 128.125 132.273 136.552 141.004 145.641
179 87.4564 89.7989 92.2467 94.8129 97.553 100.4 103.437 106.538 109.798 113.238 116.796 120.528 124.371 128.407 132.573 136.907 141.423
180 84.6194 86.89 89.263 91.7509 94.4075 97.1677 100.112 103.119 106.28 109.617 113.067 116.687 120.414 124.329 128.369 132.574 136.954
181 82.3057 84.518 86.831 89.2568 91.8478 94.5407 97.414 100.349 103.436 106.694 110.064 113.601 117.243 121.068 125.018 129.128 133.411
182 79.6962 81.8373 84.0764 86.4253 88.9346 91.5434 94.3273 97.172 100.164 103.323 106.591 110.02 113.553 117.265 121.097 125.086 129.243
183 77.1936 79.267 81.436 83.712 86.1439 88.6727 91.3718 94.1304 97.0326 100.097 103.267 106.595 110.024 113.626 117.347 121.219 125.255
184 75.1665 77.1881 79.3034 81.5237 83.8966 86.3647 88.9995 91.6932 94.5275 97.5205 100.618 103.87 107.222 110.743 114.381 118.168 122.115
185 72.9318 74.8955 76.9508 79.1085 81.415 83.8145 86.3765 88.9964 91.7535 94.6655 97.6799 100.845 104.107 107.535 111.077 114.765 118.61
186 70.7223 72.6254 74.6178 76.7099 78.9467 81.2742 83.7597 86.3018 88.9775 91.8038 94.73 97.8027 100.97 104.299 107.739 111.321 115.056
187 68.7132 70.5643 72.5028 74.5389 76.7161 78.9823 81.4026 83.8788 86.4855 89.2393 92.091 95.0859 98.1742 101.42 104.775 108.268 111.911
188 66.6531 68.4531 70.3384 72.3187 74.4364 76.6406 78.9949 81.4038 83.9397 86.6187 89.3933 92.3072 95.3121 98.4702 101.735 105.134 108.679
189 64.6302 66.3774 68.2079 70.1314 72.1888 74.3311 76.6197 78.9623 81.4289 84.0354 86.7355 89.5717 92.4974 95.5727 98.7522 102.064 105.518
190 62.7801 64.4785 66.2581 68.1284 70.1292 72.2128 74.4388 76.7177 79.1176 81.6536 84.2811 87.0413 89.8889 92.8824 95.9777 99.2021 102.565
191 61.0222 62.6733 64.4042 66.2238 68.1708 70.1989 72.3662 74.5857 76.9234 79.3943 81.9549 84.6452 87.4214 90.3402 93.3589 96.504 99.785
192 59.2372 60.8418 62.5239 64.2924 66.185 68.1566 70.2636 72.4216 74.6948 77.0975 79.5877 82.2043 84.9047 87.7439 90.6804 93.7402 96.9323
193 57.6613 59.2224 60.8595 62.581 64.4235 66.3434 68.3955 70.4976 72.7122 75.0533 77.48 80.0301 82.6622 85.4299 88.2929 91.2763 94.3891
194 55.8645 57.3788 58.9675 60.639 62.4285 64.294 66.2883 68.3321 70.4859 72.7632 75.1244 77.6063 80.1687 82.8635 85.6518 88.5579 91.5905
195 54.4987 55.9759 57.5257 59.1563 60.9022 62.7222 64.668 66.6623 68.764 70.9864 73.291 75.7134 78.2146 80.8454 83.5675 86.4049 89.366
196 52.7899 54.2247 55.7305 57.3152 59.0122 60.7816 62.6736 64.6133 66.6577 68.8197 71.0621 73.4194 75.8537 78.4143 81.0643 83.8266 86.7097
197 51.3525 52.7446 54.206 55.7444 57.3922 59.1108 60.9489 62.8337 64.8206 66.9224 69.1025 71.3949 73.7626 76.2534 78.8317 81.5198 84.3258
198 49.8732 51.2284 52.6513 54.1496 55.7547 57.4291 59.2201 61.057 62.9938 65.0427 67.1684 69.4038 71.713 74.1425 76.6577 79.2802 82.018
199 48.4965 49.8156 51.201 52.66 54.2233 55.8545 57.5996 59.3898 61.2777 63.2751 65.3478 67.5277 69.7801 72.1501 74.6041 77.1632 79.8352
200 47.1555 48.4377 49.7848 51.2036 52.7242 54.311 56.0088 57.7509 59.5881 61.5322 63.5499 65.6721 67.8652 70.173 72.5628 75.0553 77.6579
201 45.7817 47.0305 48.3426 49.7251 51.2069 52.7536 54.4087 56.1075 57.8993 59.7955 61.7638 63.8343 65.9744 68.2266 70.5592 72.9922 75.533
202 44.6102 45.8269 47.1056 48.4532 49.8978 51.406 53.0202 54.6773 56.4254 58.2756 60.1966 62.2175 64.3066 66.5055 68.7832 71.1592 73.6408
203 43.3083 44.4902 45.7327 47.0423 48.4465 49.9128 51.4822 53.0937 54.7939 56.5937 58.4626 60.429 62.4621 64.6022 66.8194 69.1325 71.5487
204 42.1667 43.3172 44.527 45.8025 47.1704 48.5991 50.1286 51.6995 53.3572 55.1122 56.9349 58.853 60.8365 62.9247 65.0884 67.3461 69.7046
205 41.0296 42.1485 43.3252 44.5658 45.8963 47.2861 48.774 50.3023 51.9152 53.6228 55.3966 57.2632 59.1937 61.2262 63.3324 65.5302 67.8264
