    0.1140 0.1150 0.1160 0.1170 0.1180 0.1190 0.1200 0.1210 0.1220 0.1230 0.1240 
130 554.398 565.056 574.698 588.050 600.549 609.578 622.628 633.453 646.003 656.589 667.703 
131 533.283 543.634 552.927 565.842 578.096 586.721 599.175 609.535 621.682 632.022 642.698 
132 513.250 523.253 532.234 544.684 556.401 564.611 576.783 586.728 598.603 608.357 618.699 
133 494.109 503.793 512.313 524.343 535.664 543.639 555.222 564.984 576.065 585.694 595.585 
134 475.701 484.936 493.368 504.938 515.823 523.640 534.630 544.005 554.885 564.138 573.722 
135 458.186 467.116 474.999 486.323 496.794 504.264 515.023 524.159 534.642 543.321 552.644 
136 441.404 450.047 457.632 468.576 478.644 485.862 496.300 504.908 515.268 523.482 532.709 
137 425.181 433.595 441.020 451.422 461.313 468.232 478.245 486.731 496.352 504.640 513.137 
138 409.827 417.851 425.017 435.097 444.653 451.385 461.035 469.022 478.625 486.547 494.808 
139 394.992 402.833 409.851 419.604 428.648 435.065 444.307 452.233 461.406 468.990 476.943 
140 380.811 388.350 395.140 404.487 413.438 419.579 428.464 436.116 444.848 452.313 460.018 
141 367.341 374.442 381.011 389.930 398.762 404.565 413.250 420.587 429.201 436.254 443.621 
142 354.206 361.244 367.481 376.350 384.643 390.301 398.750 405.777 413.931 420.923 427.999 
143 341.678 348.530 354.579 363.056 371.120 376.614 384.763 391.597 399.466 406.031 413.076 
144 329.739 336.368 342.098 350.441 358.057 363.504 371.343 377.919 385.573 392.033 398.624 
145 318.331 324.558 330.157 338.210 345.667 350.835 358.393 364.819 372.157 378.413 384.851 
146 307.181 313.296 318.736 326.546 333.715 338.704 346.062 352.171 359.383 365.283 371.526 
147 296.710 302.497 307.789 315.208 322.198 327.111 334.112 340.156 346.986 352.797 358.883 
148 286.421 292.096 297.313 304.487 311.264 315.949 322.730 328.528 335.241 340.859 346.628 
149 276.651 282.165 287.134 294.237 300.646 305.197 311.775 317.371 323.847 329.235 334.859 
150 267.294 272.566 277.379 284.166 290.517 294.761 301.207 306.612 312.882 318.211 323.727 
151 258.246 263.339 268.094 274.605 280.729 284.896 291.084 296.306 302.386 307.512 312.824 
152 249.522 254.638 259.051 265.460 271.338 275.421 281.368 286.407 292.258 297.291 302.313 
153 241.147 246.048 250.377 256.559 262.335 266.211 271.915 276.911 282.622 287.399 292.274 
154 233.180 237.851 242.094 248.057 253.557 257.379 263.055 267.713 273.204 277.984 282.599 
155 225.494 230.034 234.061 239.944 245.209 248.954 254.303 258.850 264.164 268.769 273.288 
156 218.001 222.358 226.396 232.056 237.202 240.776 245.973 250.398 255.641 259.983 264.396 
157 210.869 215.146 218.929 224.480 229.498 232.827 237.970 242.306 247.233 251.518 255.810 
158 203.999 208.092 211.800 217.143 221.977 225.391 230.203 234.422 239.163 243.351 247.451 
159 197.347 201.317 204.934 210.140 214.848 218.118 222.718 226.835 231.488 235.456 239.478 
160 190.986 194.887 198.398 203.320 207.894 211.128 215.636 219.509 224.081 227.915 231.827 
161 184.754 188.596 191.865 196.763 201.201 204.329 208.728 212.493 216.909 220.578 224.424 
162 178.915 182.555 185.838 190.504 194.788 197.873 202.031 205.709 209.948 213.617 217.242 
163 173.192 176.754 179.891 184.495 188.642 191.559 195.605 199.135 203.332 206.866 210.343 
164 167.703 171.124 174.188 178.657 182.639 185.533 189.500 192.934 196.913 200.333 203.737 
165 162.408 165.783 168.737 173.023 176.896 179.710 183.485 186.901 190.708 194.059 197.357 
166 157.330 160.536 163.432 167.595 171.350 174.143 177.777 181.046 184.725 187.999 191.215 
167 152.407 155.496 158.295 162.345 166.037 168.743 172.232 175.412 179.059 182.197 185.278 
168 147.664 150.693 153.413 157.336 160.918 163.515 166.901 169.971 173.494 176.516 179.563 
169 143.116 146.035 148.620 152.504 155.950 158.469 161.798 164.733 168.189 171.103 174.021 
170 138.675 141.499 144.067 147.847 151.157 153.676 156.819 159.692 163.036 165.878 168.710 
171 134.404 137.158 139.637 143.275 146.564 148.992 152.027 154.779 158.041 160.871 163.530 
172 130.278 132.991 135.409 138.942 142.077 144.406 147.396 150.119 153.231 155.921 158.600 
173 126.392 128.950 131.297 134.729 137.738 140.058 142.903 145.558 148.605 151.284 153.840 
174 122.515 125.051 127.319 130.658 133.616 135.853 138.610 141.216 144.162 146.672 149.170 
175 118.903 121.360 123.574 126.872 129.698 131.807 134.546 137.056 139.937 142.423 144.867 
176 115.375 117.719 119.866 123.026 125.874 127.866 130.570 132.982 135.797 138.202 140.571 
177 111.931 114.255 116.330 119.407 122.138 124.110 126.731 129.106 131.768 134.109 136.410 
178 108.616 110.865 112.899 115.907 118.533 120.435 123.013 125.311 127.894 130.198 132.442 
179 105.451 107.635 109.587 112.511 115.084 116.861 119.426 121.631 124.197 126.379 128.542 
180 102.341 104.462 106.360 109.189 111.717 113.438 115.893 118.062 120.572 122.697 124.808 
181 99.332 101.393 103.259 106.048 108.468 110.133 112.549 114.642 117.046 119.153 121.184 
182 96.480 98.457 100.277 102.952 105.302 106.955 109.287 111.332 113.702 115.739 117.725 
183 93.652 95.633 97.364 100.003 102.274 103.860 106.148 108.147 110.407 112.430 114.308 
184 90.986 92.869 94.562 97.120 99.386 100.894 103.070 105.043 107.258 109.205 111.036 
185 88.343 90.204 91.864 94.338 96.537 98.005 100.164 102.038 104.194 106.080 107.902 
186 85.808 87.651 89.230 91.666 93.770 95.185 97.283 99.128 101.244 103.082 104.820 
187 83.372 85.134 86.682 89.059 91.111 92.502 94.556 96.356 98.354 100.179 101.855 
188 81.010 82.720 84.260 86.543 88.529 89.884 91.888 93.631 95.612 97.347 99.018 
189 78.740 80.397 81.872 84.090 86.049 87.373 89.297 91.010 92.930 94.640 96.231 
190 76.541 78.148 79.588 81.749 83.655 84.904 86.829 88.477 90.348 91.982 93.559 
191 74.376 75.963 77.349 79.484 81.321 82.551 84.421 85.994 87.823 89.468 90.959 
192 72.319 73.867 75.192 77.277 79.067 80.248 82.064 83.643 85.407 86.970 88.444 
193 70.299 71.786 73.128 75.143 76.876 78.025 79.780 81.311 83.026 84.574 86.016 
194 68.349 69.808 71.112 73.067 74.787 75.874 77.600 79.092 80.764 82.253 83.636 
195 66.495 67.898 69.140 71.079 72.719 73.792 75.484 76.947 78.553 80.006 81.397 
196 64.657 66.034 67.272 69.136 70.741 71.771 73.436 74.849 76.415 77.825 79.166 
197 62.898 64.219 65.422 67.266 68.830 69.821 71.442 72.815 74.365 75.713 77.034 
198 61.166 62.485 63.644 65.430 66.969 67.934 69.496 70.854 72.334 73.688 74.929 
199 59.521 60.808 61.940 63.654 65.148 66.086 67.638 68.929 70.410 71.709 72.910 
200 57.919 59.163 60.275 61.971 63.401 64.308 65.828 67.078 68.523 69.791 70.969 
201 56.352 57.566 58.663 60.283 61.692 62.600 64.046 65.305 66.679 67.934 69.100 
202 54.851 56.008 57.079 58.687 60.069 60.912 62.339 63.572 64.917 66.120 67.252 
203 53.400 54.524 55.550 57.127 58.458 59.312 60.699 61.865 63.184 64.385 65.451 
204 51.968 53.082 54.066 55.616 56.917 57.722 59.097 60.242 61.522 62.693 63.733 
205 50.590 51.682 52.657 54.150 55.417 56.189 57.530 58.648 59.904 61.051 62.083 
206 49.268 50.311 51.277 52.722 53.966 54.714 56.015 57.115 58.330 59.432 60.439 
207 47.958 48.996 49.909 51.350 52.559 53.275 54.557 55.607 56.800 57.889 58.880 
208 46.708 47.715 48.623 50.008 51.191 51.881 53.143 54.177 55.334 56.394 57.343 
209 45.484 46.474 47.344 48.707 49.857 50.545 51.779 52.762 53.919 54.920 55.855 
210 44.304 45.252 46.130 47.443 48.567 49.232 50.410 51.414 52.509 53.520 54.411 
211 43.154 44.101 44.936 46.231 47.311 47.973 49.121 50.083 51.151 52.130 53.033 
212 42.044 42.962 43.780 45.043 46.108 46.722 47.870 48.800 49.855 50.809 51.664 
213 40.965 41.846 42.648 43.883 44.935 45.541 46.649 47.562 48.573 49.508 50.353 
214 39.919 40.784 41.557 42.770 43.781 44.375 45.451 46.354 47.339 48.249 49.066 
215 38.898 39.742 40.502 41.683 42.673 43.242 44.301 45.185 46.139 47.031 47.829 
216 37.908 38.743 39.468 40.622 41.583 42.146 43.181 44.037 44.985 45.849 46.624 
217 36.949 37.757 38.473 39.589 40.548 41.089 42.086 42.927 43.853 44.687 45.440 
218 36.015 36.799 37.502 38.607 39.525 40.037 41.036 41.850 42.761 43.578 44.309 
219 35.103 35.877 36.560 37.637 38.531 39.035 40.008 40.812 41.683 42.482 43.211 
220 34.235 34.990 35.653 36.702 37.570 38.068 39.011 39.785 40.644 41.443 42.135 
