    0.110 0.111 0.112 0.113 0.114 0.115 0.116 0.117 0.118 0.119 0.120 0.121 0.122 0.123 0.124 0.125 0.126 0.127 0.128 0.129 0.130
130 557.703 569.393 580.374 592.645 605.38 618.156 631.683 645.276 659.274 673.327 687.515 702.561 718.594 733.661 750.711 766.564 780.398 790.022 802.019 813.993 826.727
131 536.957 548.212 558.802 570.628 582.915 595.227 608.268 621.388 634.877 648.434 662.119 676.639 692.114 706.657 723.132 738.429 751.797 761.125 772.731 784.327 796.654
132 517.09 527.946 538.148 549.554 561.405 573.271 585.851 598.521 611.522 624.604 637.81 651.797 666.761 680.805 696.728 711.511 724.434 733.437 744.675 755.912 767.855
133 498.068 508.55 518.387 529.377 540.808 552.263 564.394 576.616 589.174 601.786 614.541 628.058 642.472 656.037 671.417 685.703 698.225 706.938 717.808 728.681 740.269
134 479.856 489.966 499.453 510.053 521.084 532.138 543.848 555.636 567.757 579.943 592.245 605.309 619.231 632.339 647.211 661.01 673.097 681.531 692.061 702.585 713.809
135 462.423 472.16 481.318 491.546 502.186 512.852 524.155 535.533 547.244 559.003 570.891 583.508 596.967 609.635 624.017 637.367 649.054 657.205 667.403 677.606 688.471
136 445.719 455.111 463.949 473.818 484.091 494.375 505.292 516.299 527.595 538.951 550.43 562.619 575.622 587.866 601.779 614.688 625.994 633.907 643.771 653.654 664.186
137 429.71 438.78 447.307 456.831 466.75 476.684 487.213 497.855 508.764 519.729 530.814 542.581 555.157 566.991 580.454 592.939 603.888 611.543 621.116 630.68 640.894
138 414.368 423.134 431.362 440.545 450.128 459.724 469.892 480.171 490.707 501.304 512.01 523.375 535.529 546.972 559.988 572.08 582.679 590.098 599.374 608.657 618.551
139 399.66 408.125 416.069 424.944 434.188 443.465 453.29 463.212 473.398 483.633 493.981 504.964 516.703 527.773 540.371 552.075 562.312 569.525 578.514 587.522 597.126
140 385.569 393.73 401.408 409.978 418.914 427.867 437.361 446.946 456.79 466.68 476.686 487.297 498.651 509.358 521.552 532.856 542.785 549.755 558.492 567.231 576.551
141 372.046 379.929 387.345 395.622 404.257 412.9 422.078 431.341 440.857 450.419 460.092 470.372 481.332 491.689 503.492 514.438 524.053 530.807 539.256 547.756 556.8
142 359.062 366.688 373.849 381.846 390.191 398.549 407.411 416.368 425.558 434.803 444.168 454.11 464.717 474.739 486.166 496.76 506.078 512.628 520.824 529.04 537.842
143 346.607 353.978 360.896 368.62 376.692 384.773 393.338 401.999 410.884 419.824 428.869 438.499 448.762 458.466 469.533 479.789 488.818 495.17 503.119 511.094 519.613
144 334.665 341.777 348.466 355.932 363.726 371.547 379.839 388.207 396.806 405.447 414.194 423.505 433.45 442.842 453.564 463.493 472.241 478.401 486.113 493.855 502.124
145 323.191 330.065 336.534 343.751 351.293 358.847 366.865 374.97 383.28 391.635 400.105 409.113 418.743 427.841 438.221 447.847 456.316 462.293 469.775 477.29 485.324
146 312.176 318.831 325.071 332.052 339.347 346.646 354.401 362.242 370.287 378.378 386.572 395.29 404.611 413.418 423.481 432.807 441.023 446.826 454.076 461.37 469.172
147 301.587 308.027 314.068 320.813 327.869 334.936 342.434 350.02 357.799 365.629 373.565 382.005 391.026 399.556 409.313 418.349 426.318 431.946 438.998 446.084 453.649
148 291.414 297.643 303.487 310.011 316.838 323.677 330.934 338.272 345.801 353.38 361.053 369.236 377.976 386.235 395.687 404.453 412.18 417.647 424.492 431.373 438.726
149 281.63 287.66 293.317 299.628 306.233 312.851 319.874 326.979 334.271 341.603 349.033 356.951 365.423 373.433 382.593 391.093 398.588 403.894 410.541 417.225 424.378
150 272.231 278.063 283.54 289.647 296.042 302.44 309.241 316.125 323.18 330.28 337.475 345.143 353.345 361.115 370.002 378.234 385.511 390.664 397.119 403.612 410.565
151 263.197 268.835 274.139 280.05 286.239 292.436 299.015 305.681 312.512 319.389 326.358 333.787 341.733 349.261 357.882 365.865 372.916 377.923 384.193 390.513 397.271
152 254.505 259.965 265.104 270.82 276.814 282.814 289.183 295.64 302.254 308.914 315.666 322.862 330.564 337.863 346.216 353.956 360.808 365.667 371.761 377.891 384.472
153 246.167 251.436 256.408 261.942 267.741 273.558 279.728 285.978 292.39 298.839 305.378 312.355 319.82 326.896 335.001 342.501 349.143 353.871 359.792 365.751 372.149
154 238.129 243.227 248.043 253.401 259.019 264.651 270.626 276.682 282.895 289.142 295.48 302.243 309.479 316.337 324.205 331.491 337.92 342.51 348.261 354.061 360.271
155 230.393 235.328 239.993 245.182 250.626 256.074 261.869 267.739 273.752 279.809 285.952 292.506 299.524 306.176 313.805 320.874 327.133 331.578 337.168 342.799 348.84
156 222.947 227.748 232.237 237.271 242.546 247.827 253.435 259.125 264.953 270.824 276.778 283.133 289.938 296.39 303.795 310.654 316.73 321.071 326.506 331.963 337.835
157 215.78 220.429 224.783 229.648 234.765 239.884 245.316 250.829 256.48 262.171 267.945 274.107 280.707 286.966 294.155 300.812 306.719 310.932 316.218 321.545 327.24
158 208.873 213.378 217.599 222.313 227.266 232.234 237.503 242.842 248.322 253.838 259.435 265.414 271.816 277.89 284.866 291.331 297.067 301.166 306.304 311.486 317.046
159 202.221 206.589 210.678 215.247 220.049 224.864 229.972 235.152 240.465 245.812 251.24 257.04 263.251 269.147 275.92 282.197 287.768 291.754 296.753 301.794 307.2
160 195.813 200.046 204.02 208.441 213.096 217.758 222.721 227.748 232.893 238.079 243.345 248.971 255.001 260.723 267.301 273.395 278.806 282.685 287.545 292.451 297.712
